,sample_id,drug_id,value
0,0,0,-0.1899817679692668
1,0,1,-0.19882979441170043
2,0,2,0.07219325457905995
3,0,3,-0.39673629472000543
4,0,4,-0.19056604907623861
5,0,5,-0.15865615647697215
6,0,6,-0.08075052417939177
7,0,7,0.2994297723564074
8,0,8,0.2660337523523601
9,0,9,-0.13963300813273968
10,0,10,0.08591224815895138
11,0,11,-0.28180227477729203
12,0,12,0.18174554941547286
13,0,13,-0.1863428193548169
14,0,14,0.3311624629475545
15,0,15,0.07797145091978598
16,0,16,-0.5271607857484983
17,0,17,0.10673103261046674
18,0,18,0.3032110117509384
19,0,19,-0.04512582736150189
20,0,20,0.15502602964450096
21,0,21,0.5123388905275978
22,0,22,0.08794112751175953
23,0,23,-0.17759672255203396
24,0,24,0.04455980736177425
25,0,25,0.12541797400241908
26,0,26,0.29777839686444396
27,0,27,0.26070761068922815
28,0,28,0.2556834829949373
29,0,29,0.2001199781529406
30,0,30,0.11389564894825835
31,0,31,0.22944603087277105
32,0,32,0.4213066944314525
33,0,33,0.13898819833213732
34,0,34,-0.06902623775471267
35,0,35,-0.4626310659999702
36,0,36,0.058297941925635664
37,0,37,0.03441175895794507
38,0,38,-0.16353840054334787
39,0,39,0.22602974506029863
40,0,40,0.31497555542135813
41,0,41,0.09660085948141867
42,0,42,-0.7519356513439956
43,0,43,-0.19639131198290416
44,0,44,-0.14521129944024816
45,0,45,-0.4188011361476583
46,0,46,-0.3836744462809716
47,0,47,0.14308801857216488
48,0,48,-0.07772918909882442
49,0,49,-0.4725448758912034
50,0,50,-0.042113015223500486
51,0,51,-0.1639689568907604
52,0,52,0.4264212920476945
53,0,53,0.3139115603621263
54,0,54,-0.6204806542914081
55,0,55,0.18928857248152284
56,0,56,-0.006268236264799882
57,0,57,-0.026041689849870205
58,0,58,0.028180817142136074
59,0,59,-0.3388017241541822
60,0,60,-0.1410718482699519
61,0,61,-0.17654338010115506
62,0,62,0.11947428632392262
63,0,63,0.4055166359600004
64,0,64,0.03873040405647832
65,0,65,0.20211990497576773
66,0,66,0.19822171597244423
67,0,67,-0.017937880904552686
68,0,68,-0.2551311532809652
69,0,69,-0.14659897910460912
70,0,70,-0.2639240891857991
71,0,71,-0.18399959082068684
72,0,72,0.1287082023854367
73,0,73,0.29292885514912265
74,0,74,0.14840253934940945
75,0,75,0.1857155958582827
76,0,76,-0.1639167128478023
77,0,77,0.22596048868994292
78,0,78,0.318497342090771
79,0,79,0.18788536593746744
80,0,80,-0.0880235709893085
81,0,81,0.2614631474354629
82,0,82,-0.2035654674716721
83,0,83,0.06382489836758447
84,1,0,0.16152669812592066
85,1,1,-0.12578558866569423
86,1,2,0.06958518582296626
87,1,3,-0.14153460048869712
88,1,4,-0.38764233654133756
89,1,5,0.29497129681683376
90,1,6,-0.07528948413242813
91,1,7,-0.18220832508902995
92,1,8,0.012362172809194482
93,1,9,-0.09583138379446357
94,1,10,0.1835940070462587
95,1,11,0.08659592859471747
96,1,12,0.12700489262560766
97,1,13,0.3398456975088253
98,1,14,-0.06904222405391987
99,1,15,0.007020906767710525
100,1,16,0.027559066896253856
101,1,17,0.012164573459441542
102,1,18,0.020375414219492665
103,1,19,0.0831006364896949
104,1,20,0.3806523472327436
105,1,21,0.12862787990231603
106,1,22,0.15556510292630868
107,1,23,0.025769817388036062
108,1,24,-0.21080034487722982
109,1,25,0.016579311435641425
110,1,26,-0.13375015419313327
111,1,27,-0.17913514745653503
112,1,28,-0.39028616405413213
113,1,29,0.2842588456380143
114,1,30,-0.1947663794176302
115,1,31,-0.3348503959994542
116,1,32,0.29978010601594035
117,1,33,-0.17190883906659513
118,1,34,-0.15512948129362686
119,1,35,-0.11892196751698224
120,1,36,-0.16783159596905325
121,1,37,-0.10485500755855609
122,1,38,-0.3098195594331981
123,1,39,0.12257496972567127
124,1,40,-0.3157989685451985
125,1,41,0.09209484644093266
126,1,42,0.041843006180839526
127,1,43,-0.09579958939433657
128,1,44,0.05891326778710475
129,1,45,-0.07334556136350483
130,1,46,0.22800618240554948
131,1,47,0.08362906442044614
132,1,48,-0.030716143155435
133,1,49,0.27503285073054656
134,1,50,0.16144253295914576
135,1,51,0.5205500158445848
136,1,52,0.011712749395615656
137,1,53,-0.08178198537221962
138,1,54,-0.04307525372101183
139,1,55,-0.1444408849661728
140,1,56,-0.0975517479310768
141,1,57,0.19310938338408531
142,1,58,0.16362337304973165
143,1,59,-0.1363087348889661
144,1,60,-0.08209877303586932
145,1,61,-0.4647128677594966
146,1,62,-0.2803662484363474
147,1,63,-0.0856154883495375
148,1,64,0.47729246769606215
149,1,65,0.026304261036366912
150,1,66,-0.08815659415642102
151,1,67,-0.17477999802597205
152,1,68,-0.03626340025337335
153,1,69,0.1777079848927209
154,1,70,0.49874115891333975
155,1,71,0.32613732394741063
156,1,72,0.021436706258702115
157,1,73,0.3065848808066271
158,1,74,0.33979582648605827
159,1,75,0.22388478763433967
160,1,76,-0.16500632124257417
161,1,77,0.14529795735165268
162,1,78,0.44357895419885257
163,1,79,-0.2974497087268411
164,1,80,0.0882227443808655
165,1,81,-0.20989717225071622
166,1,82,-0.10691155211673145
167,1,83,0.038154092754080424
168,2,0,0.3880148050118273
169,2,1,-0.007196365632281931
170,2,2,-0.008259087657090186
171,2,3,0.2638014694227103
172,2,4,0.12140853843921734
173,2,5,0.3681919788192306
174,2,6,0.08752090056677721
175,2,7,0.03999491440136069
176,2,8,-0.08321064376699076
177,2,9,0.09800101856272056
178,2,10,0.02018874710381942
179,2,11,0.16175039799122504
180,2,12,-0.12902443107601316
181,2,13,0.3732960670462728
182,2,14,-0.5411709019867743
183,2,15,0.0018939677400387836
184,2,16,-0.0033903178500103714
185,2,17,-0.1836664938513873
186,2,18,0.020409607105013078
187,2,19,-0.05323348615649642
188,2,20,-0.051910034328831234
189,2,21,-0.5508797145663462
190,2,22,0.11025662066634542
191,2,23,0.2000525194210111
192,2,24,0.3106677068679931
193,2,25,-0.11902417258584946
194,2,26,-0.1857063013254655
195,2,27,-0.5433580503175565
196,2,28,-0.48730504547404113
197,2,29,-0.20887241750480617
198,2,30,-0.0904885853935278
199,2,31,-0.25227290503519084
200,2,32,-0.07506066426989504
201,2,33,-0.30995014581211267
202,2,34,-0.22407557283945562
203,2,35,0.4067405810544358
204,2,36,0.1811889716737486
205,2,37,-0.09312382644151554
206,2,38,-0.18887966666565037
207,2,39,0.05529353830077519
208,2,40,-0.47353941993173354
209,2,41,-0.12167241052781091
210,2,42,0.5169064912269362
211,2,43,0.33724930065560266
212,2,44,0.13416167545547952
213,2,45,-0.009198470030173989
214,2,46,0.39433402493665337
215,2,47,-0.18743787336758927
216,2,48,-0.36171880605751394
217,2,49,0.38940311560595287
218,2,50,-0.11518843880132955
219,2,51,0.15116445791099664
220,2,52,-0.022245903853625362
221,2,53,0.05849027699114728
222,2,54,0.23292762042332457
223,2,55,-0.11036163299272228
224,2,56,-0.2691357281337642
225,2,57,-0.11755323206676688
226,2,58,0.17044620666312615
227,2,59,0.02454739708957107
228,2,60,0.1837045581952897
229,2,61,-0.46100424608889357
230,2,62,-0.02322141991945731
231,2,63,-0.8439742112504643
232,2,64,0.1934265906051938
233,2,65,0.24778464338717707
234,2,66,-0.27952889004057857
235,2,67,-0.11333739570351617
236,2,68,0.07491365307612308
237,2,69,0.11338168164461163
238,2,70,0.5123737471002653
239,2,71,0.051009736506413855
240,2,72,0.25797600723038383
241,2,73,0.020855685032425242
242,2,74,0.10549950514690822
243,2,75,-0.26425622420927847
244,2,76,0.2028651576501631
245,2,77,-0.019475385571752088
246,2,78,0.20885254628090297
247,2,79,-0.675984006209013
248,2,80,0.29345037293211806
249,2,81,-0.17343839375783482
250,2,82,0.35434167148365114
251,2,83,0.03154546095368894
252,3,0,0.3442263092563334
253,3,1,0.18827468773472097
254,3,2,0.03684962557785597
255,3,3,0.5311848047545119
256,3,4,0.5902831844783496
257,3,5,0.07319171823571384
258,3,6,0.14305929372361426
259,3,7,0.2936260283752783
260,3,8,-0.14430618025215466
261,3,9,0.1249417701357606
262,3,10,0.15538264773251687
263,3,11,0.1744761645911125
264,3,12,-0.15202431372243197
265,3,13,0.1935111486658982
266,3,14,-0.08166346822656018
267,3,15,-0.0002059707270194791
268,3,16,0.1641618615957764
269,3,17,-0.04894542857772964
270,3,18,-0.017927683640493908
271,3,19,0.11569298313893309
272,3,20,-0.2833963268408211
273,3,21,-0.9732991203630734
274,3,22,-0.13119504484662414
275,3,23,0.10024811857057742
276,3,24,0.4160377406781646
277,3,25,-0.28836592838347197
278,3,26,-0.17195851861106107
279,3,27,-0.16239670101011164
280,3,28,-0.023320803228520086
281,3,29,-0.6863602762894043
282,3,30,0.04771319038412944
283,3,31,0.06622239968165637
284,3,32,-0.3100398836305847
285,3,33,-0.043985732695929175
286,3,34,0.17428388944464945
287,3,35,0.10223554058465723
288,3,36,0.4408121888534599
289,3,37,0.23478338984072591
290,3,38,0.5198363836056654
291,3,39,0.0016962799424832392
292,3,40,-0.2105574359533911
293,3,41,-0.5422552732452015
294,3,42,0.43960389785937815
295,3,43,0.547552257917438
296,3,44,0.1358995488547786
297,3,45,0.1776243236285847
298,3,46,-0.057764559884193024
299,3,47,-0.07760253597042482
300,3,48,-0.21151747825877598
301,3,49,0.026915590275701493
302,3,50,-0.3994672752780827
303,3,51,-0.2094982785747343
304,3,52,-0.06538307021512407
305,3,53,-0.34195531402371115
306,3,54,0.20635396510473536
307,3,55,-0.2572626054751717
308,3,56,-0.1821505892764469
309,3,57,-0.4423668481622033
310,3,58,-0.055896723316200346
311,3,59,0.4523766800427576
312,3,60,0.5985113444981974
313,3,61,0.14544535042146753
314,3,62,0.2882353487072744
315,3,63,-0.609379245845098
316,3,64,-0.30402288569950875
317,3,65,0.20061217903444423
318,3,66,-0.24546905891354592
319,3,67,-0.06976186167881117
320,3,68,0.29412478340741915
321,3,69,0.08802678719841137
322,3,70,0.061971695567162914
323,3,71,-0.2639181543475346
324,3,72,0.1640086810184246
325,3,73,-0.400602671695701
326,3,74,-0.46148454012383183
327,3,75,-0.4939349629121704
328,3,76,0.6508173564687627
329,3,77,0.243306065038169
330,3,78,-0.2624586937600413
331,3,79,-0.30129686240682185
332,3,80,0.15908694314120336
333,3,81,0.10533551605903863
334,3,82,0.2839417708201125
335,3,83,0.030013559044488013
336,4,0,0.052604184541738076
337,4,1,-0.2065774047810149
338,4,2,0.002752674439450567
339,4,3,-0.2506833934167515
340,4,4,-0.1125340979090046
341,4,5,0.13043764698168595
342,4,6,-0.05979870285063618
343,4,7,0.12691240950512434
344,4,8,0.21897786177465786
345,4,9,-0.13188188080706112
346,4,10,0.1246450867345344
347,4,11,-0.12057611972222047
348,4,12,0.09984131193408712
349,4,13,0.05061038121176742
350,4,14,0.1435357088560382
351,4,15,0.12186896754347379
352,4,16,-0.3221338552465086
353,4,17,-0.04470263026445702
354,4,18,0.18373985216852654
355,4,19,-0.06921731614764576
356,4,20,0.23355402568184752
357,4,21,0.30199366639052244
358,4,22,0.12496505383114352
359,4,23,-0.055148555646149296
360,4,24,0.05264426543434362
361,4,25,-0.001025243553172732
362,4,26,0.10652444135106057
363,4,27,-0.019353614487688284
364,4,28,-0.15107450819985657
365,4,29,0.18052339981846205
366,4,30,0.011047651156348147
367,4,31,-0.03011008992832996
368,4,32,0.240155623724511
369,4,33,-0.023192494686625664
370,4,34,-0.05756072805319517
371,4,35,-0.18714260129553242
372,4,36,0.04335781902665406
373,4,37,-0.03433569514488316
374,4,38,-0.24076946642170735
375,4,39,0.230906360652204
376,4,40,-0.05386947125399769
377,4,41,0.11491961352906076
378,4,42,-0.3304754497238604
379,4,43,-0.07695928924206434
380,4,44,-0.07726112854908361
381,4,45,-0.3228783665172998
382,4,46,0.002137766128145477
383,4,47,-0.009356489275168934
384,4,48,-0.20411146293436366
385,4,49,-0.20793307713342907
386,4,50,0.04842217983392131
387,4,51,0.10832549793936405
388,4,52,0.3613986371493998
389,4,53,0.3086041529161152
390,4,54,-0.2979292483311373
391,4,55,0.07366748208906224
392,4,56,-0.09438940167910165
393,4,57,0.101750550722393
394,4,58,0.15182158149007757
395,4,59,-0.31337989710955827
396,4,60,-0.23038416014530722
397,4,61,-0.4095376496169927
398,4,62,-0.06741392918383515
399,4,63,-0.005094325174622619
400,4,64,0.23924314509142017
401,4,65,0.19305904382619582
402,4,66,-0.03150453285905884
403,4,67,-0.10339976723521718
404,4,68,-0.21624860548366354
405,4,69,-0.0423454035396804
406,4,70,0.06291014566904864
407,4,71,-0.06951973022122042
408,4,72,0.044786383019688895
409,4,73,0.18253353449100082
410,4,74,0.33405289589420434
411,4,75,0.1642229393667064
412,4,76,-0.044550938314546824
413,4,77,0.16127948384398527
414,4,78,0.3211258365606648
415,4,79,-0.17236690290339382
416,4,80,0.04932387295098406
417,4,81,0.12314191313012264
418,4,82,0.05272308875850329
419,4,83,0.1340535989717696
420,5,0,-0.08844330483777074
421,5,1,-0.00932743404535186
422,5,2,-0.11612974210751092
423,5,3,-0.1220312744789675
424,5,4,-0.0571308979302584
425,5,5,0.043326630610270825
426,5,6,-0.1121882130900533
427,5,7,-0.45104433243670067
428,5,8,0.03459869833068298
429,5,9,-0.1692368306857237
430,5,10,0.11623335393741398
431,5,11,0.10215035039287913
432,5,12,0.06553869260580983
433,5,13,-0.054199398591940624
434,5,14,0.5542402869233379
